formula,processing,structure_type,test_temp_C,Al_at_pct,Co_at_pct,Cr_at_pct,Cu_at_pct,Fe_at_pct,Mn_at_pct,Ni_at_pct,Ti_at_pct,V_at_pct,Zr_at_pct,Nb_at_pct,Mo_at_pct,W_at_pct,Hf_at_pct,Ta_at_pct,Si_at_pct,hardness_HV,density_calc,grain_size_um,yield_strength_MPa,uts_MPa,elongation_pct,young_modulus_calc_GPa
Co1 Cr1 Fe1 Mo0.304 Ni1,CAST,other,25.0,0.0,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,7.06,0.0,0.0,0.0,0.0,,8.4,,305.3,709.7,49.3,
Co1 Cr1 Fe1 Mo0.304 Ni1,WROUGHT,other,25.0,0.0,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,7.06,0.0,0.0,0.0,0.0,,8.4,3.0,815.5,1186.5,18.9,
Co1 Cr1 Fe1 Mo0.304 Ni1,WROUGHT,other,25.0,0.0,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,7.06,0.0,0.0,0.0,0.0,,8.4,3.1,646.7,1042.0,32.5,
Co1 Cr1 Fe1 Mo0.304 Ni1,WROUGHT,other,25.0,0.0,23.23,23.23,0.0,23.23,0.0,23.23,0.0,0.0,0.0,0.0,7.06,0.0,0.0,0.0,0.0,,8.4,1.6,683.7,1066.6,30.4,
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,13.0,243.0,558.0,50.0,220.0
C0.02 Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,other,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,8.0,446.0,723.0,15.0,
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,7.0,249.0,621.0,41.0,220.0
C0.02 Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,other,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,4.0,581.0,857.0,28.0,
Co1 Cr1 Fe1 Ni1,ANNEAL,FCC,25.0,0.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,,190.0,453.0,70.0,226.0
Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,ANNEAL,FCC,25.0,3.93,23.53,23.53,0.0,23.53,0.0,23.53,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,289.7,210.0,503.0,70.0,214.0
Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,WROUGHT,other,25.0,3.93,23.53,23.53,0.0,23.53,0.0,23.53,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,15.7,645.0,1094.0,39.0,
Al0.167 Co1 Cr1 Fe1 Ni1 Ti0.083,WROUGHT,other,25.0,3.93,23.53,23.53,0.0,23.53,0.0,23.53,1.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,2.8,1005.0,1273.0,17.0,
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,ANNEAL,other,25.0,10.01,24.98,7.99,0.0,15.01,0.0,36.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,7.4,,568.0,786.0,12.0,
Al0.278 Co0.694 Cr0.222 Fe0.417 Ni1 Ti0.167,ANNEAL,other,25.0,10.01,24.98,7.99,0.0,15.01,0.0,36.0,6.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,7.4,,596.0,1039.0,20.0,
Al0.885 Cr1 Fe1 Ni1,CAST,other,25.0,22.78,0.0,25.74,0.0,25.74,0.0,25.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.4,,770.0,,37.1,
Al1 Cr1 Fe1 Ni1,CAST,other,25.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.3,,843.2,,34.6,
Al1 Cr0.889 Fe0.889 Ni0.889,CAST,other,25.0,27.27,0.0,24.24,0.0,24.24,0.0,24.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.1,,1044.0,,27.1,
Al1 Cr0.828 Fe0.828 Ni0.828,CAST,other,25.0,28.7,0.0,23.77,0.0,23.77,0.0,23.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,,906.8,,31.4,
Al1 Cr0.767 Fe0.767 Ni0.767,CAST,other,25.0,30.29,0.0,23.24,0.0,23.24,0.0,23.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.9,,1122.8,,24.7,
Co1 Cr1 Fe1 Mn1 Ni1,ANNEAL,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,230.0,,75.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1 V0.263,ANNEAL,other,25.0,0.0,19.0,19.0,0.0,19.0,19.0,19.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.9,,200.0,,75.0,
Co1 Cr1 Fe1 Mn1 Ni1 V0.5,ANNEAL,other,25.0,0.0,18.18,18.18,0.0,18.18,18.18,18.18,0.0,9.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,,620.0,,75.0,
Co1 Cr1 Fe1 Mn1 Ni1 V0.765,ANNEAL,other,25.0,0.0,17.35,17.35,0.0,17.35,17.35,17.35,0.0,13.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.7,,780.0,,8.0,
Co1 Cr1 Fe1 Mn1 Ni1 V1,ANNEAL,other,25.0,0.0,16.67,16.67,0.0,16.67,16.67,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.7,,1700.0,,1.0,
Al0.511 Co0.511 Cr0.511 Fe0.511 Ni1,CAST,other,25.0,16.79,16.79,16.79,0.0,16.79,0.0,32.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,545.0,1030.0,16.5,
Al0.465 Co0.465 Cr0.465 Fe0.465 Ni1,CAST,other,25.0,16.26,16.26,16.26,0.0,16.26,0.0,34.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,545.0,1050.0,16.5,
Al0.451 Co0.451 Cr0.451 Fe0.451 Ni1,CAST,other,25.0,16.08,16.08,16.08,0.0,16.08,0.0,35.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,545.0,1110.0,20.0,
Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,WROUGHT,FCC,25.0,3.92,18.64,18.64,3.92,18.64,0.0,36.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,719.0,1048.0,30.0,209.0
Al0.108 Co0.514 Cr0.514 Cu0.108 Fe0.514 Ni1,WROUGHT,other,25.0,3.92,18.64,18.64,3.92,18.64,0.0,36.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,460.0,732.0,32.0,
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,CAST,other,25.0,7.99,17.0,17.0,7.99,17.0,0.0,33.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.7,,357.0,459.0,9.0,
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,ANNEAL,other,25.0,7.99,17.0,17.0,7.99,17.0,0.0,33.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.7,,365.0,365.0,0.1,
Al0.242 Co0.515 Cr0.515 Cu0.242 Fe0.515 Ni1,ANNEAL,other,25.0,7.99,17.0,17.0,7.99,17.0,0.0,33.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.7,,215.0,489.0,39.0,
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,WROUGHT,other,25.0,9.09,18.18,18.18,18.18,18.18,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,1284.0,1344.0,7.6,
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,WROUGHT,FCC,25.0,9.09,18.18,18.18,18.18,18.18,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,1290.0,1400.0,5.0,189.0
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,WROUGHT,other,25.0,9.09,18.18,18.18,18.18,18.18,0.0,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,650.0,790.0,27.0,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,CAST,other,25.0,16.67,16.67,16.67,16.67,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,790.0,790.0,0.2,
Al1 Co1 Cr1 Cu1 Fe1 Ni1,WROUGHT,other,25.0,16.67,16.67,16.67,16.67,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,1040.0,1170.0,1.0,
Co1 Cr1 Fe1 Ni1 Ti0.2,WROUGHT,FCC,25.0,0.0,23.81,23.81,0.0,23.81,0.0,23.81,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.9,51.0,700.0,1240.0,36.0,218.0
Al0.1 Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,2.44,24.39,24.39,0.0,24.39,0.0,24.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,20.0,1198.0,,1.5,220.0
Al0.1 Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,2.44,24.39,24.39,0.0,24.39,0.0,24.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,20.0,1403.0,,1.2,220.0
Al0.1 Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,2.44,24.39,24.39,0.0,24.39,0.0,24.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,20.0,711.0,928.0,30.3,220.0
Al0.1 Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,2.44,24.39,24.39,0.0,24.39,0.0,24.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,7.0,356.0,,42.4,220.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.5,1120.0,,1.1,220.0
Al0.5 Cr0.5 Fe0.5 Ni1,CAST,other,25.0,20.0,0.0,20.0,0.0,20.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.7,,774.0,1357.0,6.4,
Al0.429 Cr0.476 Fe0.476 Ni1,CAST,other,25.0,18.02,0.0,19.99,0.0,19.99,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.9,,610.0,1173.0,9.1,
Al0.364 Cr0.455 Fe0.455 Ni1,CAST,other,25.0,16.01,0.0,20.01,0.0,20.01,0.0,43.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,479.0,956.0,12.7,
Al0.304 Cr0.435 Fe0.435 Ni1,CAST,other,25.0,13.98,0.0,20.01,0.0,20.01,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.2,,461.0,835.0,30.0,
Al0.25 Cr0.417 Fe0.417 Ni1,CAST,FCC,25.0,12.0,0.0,20.01,0.0,20.01,0.0,47.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.3,,441.0,757.0,45.0,196.0
Co1 Cr1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468.0,8.3,1.6,1100.0,,23.0,231.0
Co1 Cr1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0,8.3,2.3,597.0,,53.0,231.0
Co1 Cr1 Ni1,WROUGHT,FCC,25.0,0.0,33.33,33.33,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,8.3,24.0,346.0,,76.0,231.0
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,WROUGHT,other,25.0,16.39,16.39,16.39,0.0,16.39,0.0,34.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,1263.0,,21.4,
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,WROUGHT,other,25.0,16.39,16.39,16.39,0.0,16.39,0.0,34.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,1154.0,,25.0,
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,WROUGHT,other,25.0,16.39,16.39,16.39,0.0,16.39,0.0,34.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.1,,1490.0,,16.0,
Co1 Cr1 Fe1 Mn1 Ni1,CAST,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.2,8.0,,210.0,,57.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,394.1,8.0,,1150.0,,6.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.7,8.0,,1300.0,,0.7,220.0
Nb1 Ta1 Ti1 V1,POWDER,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,427.9,9.2,24.0,1108.0,,28.3,134.0
Nb1 Ta1 Ti1 V1,POWDER,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,444.3,9.2,30.0,1308.0,,27.9,134.0
Nb1 Ta1 Ti1 V1,POWDER,BCC,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,0.0,25.0,0.0,0.0,0.0,25.0,0.0,510.9,9.2,38.0,1373.0,,29.5,134.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,30.0,300.0,676.0,52.0,220.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.65,800.0,888.0,39.5,220.0
Co1 Cr1 Fe1 Mn1 Ni1,CAST,other,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,8.0,0.4,1314.0,,,
Al0.1 Co1 Cr1 Fe1 Mn1 Ni1,CAST,other,25.0,1.96,19.61,19.61,0.0,19.61,19.61,19.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,7.9,,1631.0,,,
Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,CAST,other,25.0,5.66,18.87,18.87,0.0,18.87,18.87,18.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.0,7.6,0.2,1836.0,,,
Al0.5 Co1 Cr1 Fe1 Mn1 Ni1,CAST,other,25.0,9.09,18.18,18.18,0.0,18.18,18.18,18.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553.0,7.4,,1932.0,,,
Al0.7 Co1 Cr1 Fe1 Mn1 Ni1,CAST,other,25.0,12.28,17.54,17.54,0.0,17.54,17.54,17.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0,7.1,0.2,2230.0,,,
Co1 Cr1 Fe1 Mn1 Ni1,CAST,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,216.0,,,220.0
Co1 Cr1 Fe1 Mn1 Mo0.042 Ni1,CAST,FCC,25.0,0.0,19.83,19.83,0.0,19.83,19.83,19.83,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,,8.1,,225.0,,,221.0
Co1 Cr1 Fe1 Mn1 Mo0.087 Ni1,CAST,other,25.0,0.0,19.66,19.66,0.0,19.66,19.66,19.66,0.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,,8.1,,330.0,,,
Co1 Cr1 Fe1 Mn1 Mo0.136 Ni1,CAST,other,25.0,0.0,19.47,19.47,0.0,19.47,19.47,19.47,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,,8.1,,560.0,,,
Co1 Cr1 Fe1 Mn1 Mo0.19 Ni1,CAST,other,25.0,0.0,19.27,19.27,0.0,19.27,19.27,19.27,0.0,0.0,0.0,0.0,3.66,0.0,0.0,0.0,0.0,,8.1,,765.0,,,
Al0.3 Co1 Cr1 Fe1 Ni1,WROUGHT,other,25.0,6.98,23.26,23.26,0.0,23.26,0.0,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,143.0,400.0,65.0,
Al0.3 Co1 Cr1 Fe1 Ni1,WROUGHT,other,25.0,6.98,23.26,23.26,0.0,23.26,0.0,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,471.0,850.0,45.0,
Al0.3 Co1 Cr1 Fe1 Ni1,WROUGHT,other,25.0,6.98,23.26,23.26,0.0,23.26,0.0,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,841.0,1050.0,35.0,
Al0.3 Co1 Cr1 Fe1 Ni1,WROUGHT,other,25.0,6.98,23.26,23.26,0.0,23.26,0.0,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,161.0,1650.0,7.0,
Al0.3 Co1 Cr1 Fe1 Ni1,WROUGHT,other,25.0,6.98,23.26,23.26,0.0,23.26,0.0,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,187.0,1850.0,5.0,
Al1 Co1 Cr1 Ni1,CAST,other,25.0,25.0,25.0,25.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,6.4,,1750.0,,16.7,
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,7.9,378.7,700.1,54.0,220.0
C0.5 Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,4.7,520.9,791.4,40.3,
C1 Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.3,3.5,643.8,887.6,31.9,
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,WROUGHT,FCC,25.0,0.0,34.01,20.0,0.0,5.99,0.0,34.01,0.0,0.0,0.0,0.0,5.99,0.0,0.0,0.0,0.0,,8.6,0.8,1100.0,1300.0,32.0,231.0
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,WROUGHT,FCC,25.0,0.0,34.01,20.0,0.0,5.99,0.0,34.01,0.0,0.0,0.0,0.0,5.99,0.0,0.0,0.0,0.0,,8.6,1.2,950.0,,36.0,231.0
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,WROUGHT,FCC,25.0,0.0,34.01,20.0,0.0,5.99,0.0,34.01,0.0,0.0,0.0,0.0,5.99,0.0,0.0,0.0,0.0,,8.6,3.2,649.0,,42.0,231.0
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,WROUGHT,FCC,25.0,0.0,34.01,20.0,0.0,5.99,0.0,34.01,0.0,0.0,0.0,0.0,5.99,0.0,0.0,0.0,0.0,,8.6,18.2,439.0,,63.0,231.0
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,WROUGHT,FCC,25.0,0.0,34.01,20.0,0.0,5.99,0.0,34.01,0.0,0.0,0.0,0.0,5.99,0.0,0.0,0.0,0.0,,8.6,94.1,309.0,,82.0,231.0
Co1 Cr1 Fe1 Mn1 Ni1,WROUGHT,FCC,25.0,0.0,20.0,20.0,0.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,386.2,666.3,57.5,220.0
Cr1 Cu1 Fe1 Mn1 Ni1,CAST,other,25.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,,628.0,950.0,14.5,
Cr1 Cu1 Fe1 Mn1 Ni1,ANNEAL,other,25.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,,545.0,690.0,5.0,
Cr1 Cu1 Fe1 Mn1 Ni1,ANNEAL,other,25.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,,534.0,682.0,5.2,
Cr1 Cu1 Fe1 Mn1 Ni1,ANNEAL,other,25.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,,525.0,680.0,4.3,
Cr1 Cu1 Fe1 Mn1 Ni1,ANNEAL,other,25.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,,517.0,677.0,4.6,
Cr1 Cu1 Fe1 Mn1 Ni1,ANNEAL,other,25.0,0.0,0.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.1,,502.0,671.0,4.9,
Cr1 Mo1 Nb1 Ta1 V1 W1,POWDER,other,25.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,16.67,16.67,0.0,16.67,0.0,1010.0,11.7,1.24,3416.0,,,
Cr1 Mo1 Nb1 Ta1 V1 W1,POWDER,other,25.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,16.67,16.67,0.0,16.67,0.0,991.3,11.7,5.01,3410.0,,,
Cr1 Mo1 Nb1 Ta1 V1 W1,POWDER,other,25.0,0.0,0.0,16.67,0.0,0.0,0.0,0.0,0.0,16.67,0.0,16.67,16.67,16.67,0.0,16.67,0.0,988.3,11.7,10.8,3338.0,,,
Co1 Ni1 V1,WROUGHT,other,25.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,2.0,991.0,1359.0,38.0,
Co1 Ni1 V1,WROUGHT,other,25.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,5.6,767.0,1224.0,46.0,
Co1 Ni1 V1,WROUGHT,other,25.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,18.7,602.0,1123.0,51.0,
Co1 Ni1 V1,WROUGHT,other,25.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,27.8,517.0,1049.0,55.0,
Co1 Ni1 V1,WROUGHT,other,25.0,0.0,33.33,0.0,0.0,0.0,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.8,122.2,461.0,886.0,58.0,
Al0.3 Co1 Cr1 Fe1 Ni1,WROUGHT,other,25.0,6.98,23.26,23.26,0.0,23.26,0.0,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,840.0,1039.0,32.0,
Al0.3 Co1 Cr1 Fe1 Ni1,WROUGHT,FCC,25.0,6.98,23.26,23.26,0.0,23.26,0.0,23.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.6,,159.0,410.0,65.0,210.0
Al0.544 C0.001 Co0.69 Fe1 Ni0.69,CAST,other,25.0,18.6,23.6,0.0,0.0,34.2,0.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,7.0,,1202.0,,32.6,
Co0.5 Cr0.5 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,16.67,16.67,0.0,33.33,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.2,14.9,214.0,612.0,77.3,219.0
Co0.875 Cr0.625 Fe1 Ni1,WROUGHT,FCC,25.0,0.0,25.0,17.86,0.0,28.57,0.0,28.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.3,11.6,241.0,721.0,96.2,220.0
Co1 Cr0.556 Fe0.667 Ni0.667,WROUGHT,FCC,25.0,0.0,34.6,19.24,0.0,23.08,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.3,10.5,299.0,841.0,76.1,222.0
Co1 Cr0.455 Fe0.364 Ni0.364,WROUGHT,other,25.0,0.0,45.81,20.84,0.0,16.67,0.0,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.3,5.6,392.0,746.0,20.3,
Co1 Cr0.385 Fe0.154 Ni0.154,WROUGHT,other,25.0,0.0,59.07,22.74,0.0,9.1,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.4,6.2,482.0,857.0,13.3,
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,WROUGHT,BCC,25.0,0.0,20.61,19.9,0.0,19.5,19.1,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,,1290.0,1415.0,1.1,220.0
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,WROUGHT,other,25.0,0.0,20.61,19.9,0.0,19.5,19.1,20.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,1.3,1135.0,1260.0,1.8,
